PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2022-04-22,18:08:59.77,4,2,"Huff, Chance",8890974,Right,GIT_YEL,"Knight, Chad",1000047978,Right,DUK_BLU,Undefined,1,Top,0,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.43673,2.404125,0.652401,2525.70691,45.927362,7:30,5.35403,1.96093,4.44553,-56.83818,-9.78749,-11.71253,2.91186,1.60712,72.41042,-7.763596,-1.396284,0.49369,,,,,,,,,,,,5.85937,-4.97788,-2.0178,50,5.55273,-0.78651,-115.06332,2.56716,7.80598,22.60267,-38.80568,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,d12079b0-c288-11ec-91bc-95a4c9711d94,76.34837,,,7.02631,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:08:59.77,2022-04-22T18:08:59.7795538-04:00,2022-04-22T22:08:59.7795538Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,4dfb8de2-4a60-4429-b841-9e701a6f0a97,56.0548,-116.24662,11.30133,5.36515,4.59873,-19.40284,-1.96593,-1.19517,3.90299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,2022-04-22,18:09:22.92,4,3,"Huff, Chance",8890974,Right,GIT_YEL,"Knight, Chad",1000047978,Right,DUK_BLU,Undefined,1,Top,0,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.52321,-0.049293,-2.962584,2243.125804,228.738646,1:30,5.53224,1.95336,5.23686,-20.54379,12.38788,12.87308,3.77387,0.23908,84.89379,-3.875007,-0.683885,0.413027,,,,,,,,,,,,-7.25571,6.51843,-1.69055,50,5.51278,6.38602,-135.50701,-0.8815,-13.43767,30.70247,-20.10182,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,ded84920-c288-11ec-91bc-95a4c9711d94,91.25907,,,8.62942,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:09:22.92,2022-04-22T18:09:22.9298898-04:00,2022-04-22T22:09:22.9298898Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,54776345-7784-48e6-a90e-fcd5e3431a91,55.25978,-136.69355,15.35124,5.53183,-0.10464,-10.05091,-1.94739,6.90533,-6.71884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,2022-04-22,18:10:05.81,4,4,"Huff, Chance",8890974,Right,GIT_YEL,"Knight, Chad",1000047978,Right,DUK_BLU,Undefined,1,Top,0,3,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.79955,0.906262,-1.517711,2760.911911,99.852009,9:15,5.33525,2.00237,4.87645,-36.91073,3.11118,-9.70323,3.11723,-0.24261,77.43237,-5.822448,-3.225687,0.455324,,,,,,,,,,,,4.26803,1.67933,-1.84463,50,5.39356,3.74386,-124.20114,0.51724,6.56818,28.30926,-29.58968,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,f8759900-c288-11ec-91bc-95a4c9711d94,82.78166,,,8.36718,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:10:05.81,2022-04-22T18:10:05.8163922-04:00,2022-04-22T22:10:05.8163922Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,a9848c15-95f9-42d2-be53-6a878c7a94ce,55.61882,-125.4753,14.15463,5.34031,1.84904,-14.79484,-2.00648,3.44824,3.28409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
14,2022-04-22,18:10:30.76,4,5,"Huff, Chance",8890974,Right,GIT_YEL,"Knight, Chad",1000047978,Right,DUK_BLU,Undefined,1,Top,0,3,1,Slider,Slider,InPlay,Undefined,FlyBall,HomeRun,0,2,,84.77843,0.651076,-1.302677,2598.575706,101.560785,9:30,5.21561,2.03347,4.80819,-38.27514,2.84319,-6.65189,2.64303,0.24479,76.48102,-6.315324,-2.472762,0.461519,100.52817,36.527649,-24.26297,3005.137145,99.47812,76.03672,-46.94737,382.77089,,-30.053027,5.698146,2.87189,1.56291,-1.8977,50,5.24744,3.09158,-122.74412,-0.08883,4.30911,28.03374,-29.82901,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,075127f0-c289-11ec-91bc-95a4c9711d94,81.67047,114.08452,,8.29742,,,,2.7693,2.63976,-0.17091,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:10:30.76,2022-04-22T18:10:30.7665618-04:00,2022-04-22T22:10:30.7665618Z,FlyBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,d8b9f5a0-5522-44eb-b84e-dfb415007873,55.68912,-124.03666,14.01687,5.21984,1.28649,-14.9145,-2.03566,2.8929,2.15455,166.469795,2.7751,107.9115,-22.43283,5.19176,-0.94086,0.13895,-0.01776,0.00172,-8E-05,2.63799,87.7804,-20.49075,1.74462,-0.18865,-0.03552,0.01789,-0.00258,0.00013,-0.17267,-48.65477,6.7567,-1.57336,0.28619,-0.04225,0.00535,-0.00051,2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
15,2022-04-22,18:12:10.53,5,1,"Huff, Chance",8890974,Right,GIT_YEL,"Storm, Luke",1000008381,Left,DUK_BLU,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.66405,-2.520732,-3.241595,2224.864231,204.788558,12:45,5.70363,1.66632,5.04751,-15.72355,17.59296,7.57996,2.01041,-0.76279,84.73945,-5.482071,-1.905402,0.415433,,,,,,,,,,,,-4.72985,9.82083,-1.36347,50,5.45113,7.29271,-135.41242,-6.51534,-8.70491,31.99952,-14.09962,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,42d2ebb0-c289-11ec-91bc-95a4c9711d94,90.73047,,,8.9246,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:12:10.53,2022-04-22T18:12:10.5330898-04:00,2022-04-22T22:12:10.5330898Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,2cb60ab9-063e-4b04-b63f-583bcf182b6a,55.448,-136.69378,15.99976,5.70072,-5.95075,-7.04981,-1.66248,7.64128,-4.35245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,2022-04-22,18:12:38.50,5,2,"Huff, Chance",8890974,Right,GIT_YEL,"Storm, Luke",1000008381,Left,DUK_BLU,Undefined,1,Top,0,1,0,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,80.81331,2.017564,-1.316869,2621.162175,47.849215,7:30,5.49447,1.88206,4.8467,-55.06653,-10.34119,-13.00694,2.81694,-0.44877,73.9143,-7.885598,-3.607182,0.481336,79.31894,-5.113522,34.71268,,,,,25.65794,,32.254092,0.217,6.05331,-5.33555,-1.74011,50,5.64613,3.24982,-117.17344,2.01659,8.366,23.36217,-39.54804,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,53827750-c289-11ec-91bc-95a4c9711d94,78.30796,2.81585,,6.89901,,,,1.83193,2.81585,0.2226,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:12:38.50,2022-04-22T18:12:38.5060562-04:00,2022-04-22T22:12:38.5060562Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,9365bb13-75d8-4bac-804d-592662c17258,55.65492,-118.29555,11.68109,5.50366,3.91613,-19.77402,-1.88655,2.848,4.183,105.466667,1.83385,95.13041,-16.57136,,,,,,,2.8163,-10.39626,-11.90933,,,,,,,0.22508,65.83161,-17.41201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
17,2022-04-22,18:13:13.45,6,1,"Huff, Chance",8890974,Right,GIT_YEL,"Yu, Andrew",1000077104,Right,DUK_BLU,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.40359,-3.342742,-3.984509,2135.995628,221.002793,1:15,5.66938,1.6148,5.00519,-19.44989,14.02426,11.20276,0.88194,-1.21888,85.05971,-6.936801,-2.012391,0.416415,,,,,,,,,,,,-6.71622,8.25103,-1.24124,50,5.33211,8.8525,-134.93179,-8.63786,-12.33738,30.34992,-17.01726,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,6855e310-c289-11ec-91bc-95a4c9711d94,90.51656,,,8.34388,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:13:13.45,2022-04-22T18:13:13.4594770-04:00,2022-04-22T22:13:13.4594770Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,b2df20eb-e23b-4722-956f-7740ce242739,55.49255,-136.16162,15.17496,5.66816,-7.94829,-8.50863,-1.61009,9.35243,-6.16869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,2022-04-22,18:13:27.41,6,2,"Huff, Chance",8890974,Right,GIT_YEL,"Yu, Andrew",1000077104,Right,DUK_BLU,Undefined,1,Top,1,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.9458,-3.128784,-4.515501,1872.882508,254.27298,2:30,5.37185,1.95858,4.86452,-33.42836,6.33103,17.71737,-0.38712,-0.84733,78.63759,-9.168675,-1.401054,0.453828,,,,,,,,,,,,-10.14001,4.38154,-1.52924,50,5.0342,9.01202,-124.12433,-8.09326,-15.7589,25.73288,-25.36455,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,70a3bdd0-c289-11ec-91bc-95a4c9711d94,83.05447,,,7.30821,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:13:27.41,2022-04-22T18:13:27.4155218-04:00,2022-04-22T22:13:27.4155218Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,7fb3ebd9-f1b8-49b8-8d84-7770f6a9294e,55.63548,-125.28721,12.86644,5.37404,-6.94703,-12.68228,-1.95259,9.72417,-7.87945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2022-04-22,18:13:50.89,6,3,"Huff, Chance",8890974,Right,GIT_YEL,"Yu, Andrew",1000077104,Right,DUK_BLU,Undefined,1,Top,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.98013,-1.697125,-4.133138,2222.666603,221.967738,1:30,5.69958,1.65344,5.18933,-19.78804,14.09989,11.53965,2.4494,-1.27987,83.52138,-5.403386,-2.096144,0.41898,,,,,,,,,,,,-7.06311,7.93095,-1.27831,50,5.52726,9.13852,-134.29067,-4.70262,-12.69191,33.41974,-17.9227,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,7eae4120-c289-11ec-91bc-95a4c9711d94,89.96228,,,9.45875,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:13:50.89,2022-04-22T18:13:50.8937426-04:00,2022-04-22T22:13:50.8937426Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,26856f37-8516-4021-880c-ae72dd8888ee,55.30535,-135.60454,16.70987,5.69829,-3.99801,-8.96135,-1.64739,9.63749,-6.34595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,2022-04-22,18:14:10.70,6,4,"Huff, Chance",8890974,Right,GIT_YEL,"Yu, Andrew",1000077104,Right,DUK_BLU,Undefined,1,Top,1,3,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.13333,2.258867,0.137504,2664.354368,64.699759,8:15,5.50927,1.85105,4.82772,-51.94684,-5.44902,-15.36906,3.32074,0.70052,71.60685,-7.173642,-2.568463,0.490781,,,,,,,,,,,,7.52634,-2.8761,-1.85087,50,5.68907,0.40819,-115.84461,2.58653,9.95547,27.00666,-35.97843,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,8a7479c0-c289-11ec-91bc-95a4c9711d94,76.80092,,,8.52648,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:14:10.70,2022-04-22T18:14:10.7011282-04:00,2022-04-22T22:14:10.7011282Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,8eaaea7f-11fb-4610-b44e-b224907c223c,55.66767,-117.15845,13.50333,5.52066,4.33684,-17.98922,-1.85894,-0.07614,4.97774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,2022-04-22,18:14:28.75,6,5,"Huff, Chance",8890974,Right,GIT_YEL,"Yu, Andrew",1000077104,Right,DUK_BLU,Undefined,1,Top,1,3,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.12757,1.352896,-0.363435,2572.020969,44.407336,7:30,5.47513,1.87081,4.82591,-60.61133,-14.4082,-15.77753,1.70575,0.21181,72.42821,-9.549047,-3.147113,0.489223,,,,,,,,,,,,7.63185,-7.06087,-1.82042,50,5.55678,1.42184,-116.04962,0.39729,10.1725,26.29334,-41.58552,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,953eed40-c289-11ec-91bc-95a4c9711d94,77.04546,,,7.69936,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:14:28.75,2022-04-22T18:14:28.7589586-04:00,2022-04-22T22:14:28.7589586Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,bc785f2e-2f6a-41d6-b5f7-06e6aa83d4c9,55.67439,-117.32822,13.14667,5.48829,2.41952,-20.79276,-1.87753,0.92717,5.08625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,2022-04-22,18:14:44.45,6,6,"Huff, Chance",8890974,Right,GIT_YEL,"Yu, Andrew",1000077104,Right,DUK_BLU,Undefined,1,Top,1,3,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.89611,0.551752,-1.328686,2638.873421,46.557568,7:30,5.38566,1.85969,4.74234,-58.51039,-13.19379,-15.62202,1.03331,-0.70268,73.53643,-9.92894,-4.079831,0.484507,,,,,,,,,,,,7.25119,-6.24524,-1.71131,50,5.38892,3.39974,-117.18925,-1.15974,9.89236,26.06704,-40.69404,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,9e9cb160-c289-11ec-91bc-95a4c9711d94,77.79547,,,7.35968,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:14:44.45,2022-04-22T18:14:44.4570000-04:00,2022-04-22T22:14:44.4570000Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,57777d9e-13cf-4a19-936d-c1b36eb99382,55.75846,-118.46321,13.03352,5.397,0.82908,-20.34702,-1.86564,2.91628,4.94618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.19178,,,1.115991,,,,-0.54589,5.33949,0.99044,66.84893,4.83714,-57.92767,-0.5139,64.33852,-3.556,5.42843,16.76486,-15.47198,0.91156,-58.84793,5.46799,High,High,High,,,High,High,High
23,2022-04-22,18:15:12.88,7,1,"Huff, Chance",8890974,Right,GIT_YEL,"Lux, Damon",1000049079,Right,DUK_BLU,Undefined,1,Top,2,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.39955,-2.418908,-3.835706,2304.606506,229.251019,1:45,5.70376,1.58961,5.07271,-20.22733,12.11288,12.8941,1.73119,-0.95748,86.63145,-6.14116,-1.562234,0.409301,,,,,,,,,,,,-7.42654,6.95705,-1.23606,50,5.45804,8.53382,-136.66235,-6.57568,-14.12163,28.57966,-18.94514,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,af899420-c289-11ec-91bc-95a4c9711d94,92.08974,,,7.7681,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:15:12.88,2022-04-22T18:15:12.8862418-04:00,2022-04-22T22:15:12.8862418Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,384958ee-aec0-4927-b342-4446a0856e06,55.42626,-137.79245,14.28983,5.70324,-5.82655,-9.47257,-1.58455,9.09222,-7.06082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2022-04-22,18:15:28.89,7,2,"Huff, Chance",8890974,Right,GIT_YEL,"Lux, Damon",1000049079,Right,DUK_BLU,Undefined,1,Top,2,0,1,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,92.32784,-0.571596,-3.135223,2270.631869,239.527648,2:00,5.57589,1.77014,5.01761,-23.03706,10.94016,16.71651,3.11588,0.20141,84.12288,-4.817775,-0.18754,0.419532,71.72968,59.685975,80.213177,5918.560606,,,,,,,,-9.19784,5.9054,-1.48382,50,5.50287,6.52322,-133.78429,-2.23467,-16.64989,29.18664,-21.48411,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,b90a4990-c289-11ec-91bc-95a4c9711d94,89.84398,90.92812,,8.20496,,,,1.33748,3.1092,-0.20115,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:15:28.89,2022-04-22T18:15:28.8941266-04:00,2022-04-22T22:15:28.8941266Z,,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,cfdbf111-ff8e-4d27-9dc5-b706195c5f62,55.48125,-134.97479,14.59332,5.57615,-1.35834,-10.74206,-1.76375,7.20236,-8.32494,,1.33748,9.02613,-8.31922,1.94462,-0.45331,0.09471,-0.01965,0.0032,-0.00025,3.1092,90.81911,-25.19518,2.87332,-0.62705,0.12594,-0.02415,0.00411,-0.00037,-0.20115,52.32747,-7.43318,0.91117,-0.13402,0.01115,-0.00202,4E-05,2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
25,2022-04-22,18:15:54.52,7,3,"Huff, Chance",8890974,Right,GIT_YEL,"Lux, Damon",1000049079,Right,DUK_BLU,Undefined,1,Top,2,0,2,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,1,0,,93.95831,-0.951737,-4.146255,2209.982813,246.879071,2:15,5.49533,1.70309,4.89141,-23.50025,9.47123,19.69194,2.63425,-0.58486,85.72956,-5.258249,-0.686499,0.413277,86.4517,9.742444,7.971188,2139.211629,107.95072,8.73194,21.1328,161.63098,,12.372163,1.527893,-10.92079,5.24036,-1.31384,50,5.38234,8.88925,-136.01068,-3.22538,-20.47409,29.5961,-22.34956,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,c8511d70-c289-11ec-91bc-95a4c9711d94,91.20391,9.93021,,8.22875,,,,1.2459,2.63466,0.58611,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:15:54.52,2022-04-22T18:15:54.5224914-04:00,2022-04-22T22:15:54.5224914Z,LineDrive,v3,,,22 April 2022 18:00-duke@gatech,"Parada, Kevin",691006,Right,GIT_YEL,4de0e8d9-c8a2-4ad0-ad81-917100e25abe,55.60859,-137.22569,14.79805,5.49592,-2.30786,-11.17478,-1.69602,9.72977,-10.23704,248.734507,1.2459,123.75986,-18.18729,3.68765,-0.74264,0.13362,-0.01993,0.00157,6E-05,2.63466,21.45583,-16.32201,0.88412,-0.11348,0.0285,-0.01232,0.00475,-0.00074,0.58611,17.32921,4.93666,-1.59089,0.41921,-0.08011,0.0054,0.00258,-0.00063,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
26,2022-04-22,18:21:50.56,1,1,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.15487,-4.064477,-1.372123,2382.815313,201.975739,12:45,6.36737,1.89608,5.68015,-15.68091,16.79796,6.36658,1.2644,1.14734,85.56914,-7.00776,-0.233717,0.410178,,,,,,,,,,,,-3.60918,9.94485,-1.78458,50,6.01464,2.9485,-134.98947,-10.09922,-6.68387,28.38142,-13.75705,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,9c80b9c0-c28a-11ec-91bc-95a4c9711d94,91.89294,,,7.58573,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:21:50.56,2022-04-22T18:21:50.5653970-04:00,2022-04-22T22:21:50.5653970Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,d9a22a04-f291-4cc1-995f-05dd1afeb08f,54.81823,-135.99873,14.19071,6.36507,-9.61001,-6.87853,-1.89366,3.18618,-3.34194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2022-04-22,18:22:04.67,1,2,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,1,Bottom,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.26746,-1.895426,-1.573384,2477.963983,197.965205,12:30,6.35403,1.88559,6.00005,-16.54544,14.70832,4.45418,3.21767,0.79853,86.35681,-5.025548,-0.772477,0.402367,,,,,,,,,,,,-2.70977,8.36922,-1.7642,50,6.19568,3.56301,-136.89081,-5.05072,-5.15392,29.55241,-16.25583,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,a4ee9fa0-c28a-11ec-91bc-95a4c9711d94,93.67679,,,7.91065,,,,,,,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:22:04.67,2022-04-22T18:22:04.6769874-04:00,2022-04-22T22:22:04.6769874Z,,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,36503471-4cb0-4af4-bc98-5b9b3f5146d5,54.49737,-137.8583,14.77621,6.35232,-4.51853,-8.12791,-1.88361,3.73174,-2.57696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,2022-04-22,18:22:19.39,1,3,"Johnson, Marcus",1000075172,Right,DUK_BLU,"Simpson, Chandler",1000050275,Left,GIT_YEL,Undefined,1,Bottom,0,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Error,0,0,,93.51055,-2.807002,-2.087623,2492.137825,188.728358,12:15,6.43888,1.51292,6.30633,-15.44442,15.96446,2.30213,2.56214,-0.21928,85.84077,-5.747328,-1.67151,0.403364,98.8884,-0.142919,9.300148,1732.518223,,,,43.64126,,9.922716,0.306074,-1.76752,9.37875,-1.36092,50,6.22529,4.85476,-135.7662,-7.10322,-3.30841,28.93493,-14.61924,GIT_YEL,DUK_BLU,GeorgiaTech,D1,ACC,20220422-GeorgiaTech-1,adb8d650-c28a-11ec-91bc-95a4c9711d94,93.44511,2.56407,,7.66978,,,,1.24365,2.56407,0.23477,54a6f4d3-f64a-4653-a524-3f3b475ffa9b,2022-04-22,22:22:19.39,2022-04-22T18:22:19.3973458-04:00,2022-04-22T22:22:19.3973458Z,GroundBall,v3,,,22 April 2022 18:00-duke@gatech,"Yu, Andrew",1000077104,Right,DUK_BLU,474c46b7-372e-4951-970c-4f28f37bac56,54.19267,-136.65683,14.46747,6.437,-6.65323,-7.30962,-1.51192,4.95659,-1.65421,335.738908,1.24736,142.96788,-21.57663,,,,,,,2.56994,-0.61788,-25.47435,,,,,,,0.23358,23.49058,1.04531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
